agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	well_depth_va	hole_depth_va
USGS	423228087500001	KE-01/23E/18-0075	42.54113150	-87.83340760	F	NAD83	 620.00	5	NGVD29	125	125
USGS	423228088082901	KE-01/20E/16-0321	42.54112980	-88.14147530	S	NAD83	 820.00	5	NGVD29		
USGS	423228088343301	WW-01/16E/14-0589	42.54112790	-88.57593400	F	NAD83	 910.00	  5	NGVD29	149	202
USGS	423228088371301	WW-01/16E/17-0733	42.54112760	-88.62037950	S	NAD83	 970.00	  5	NGVD29	86.0	86.0
USGS	423228088371501	WW-01/16E/17-0728	42.54112760	-88.62093500	F	NAD83	 1000.00	5	NGVD29	130	130
USGS	423230090163501	LF-01/02E/20-0149	42.54166929	-90.27651580	F	NAD83	 1005.44	1	NGVD29	243	243
USGS	423233087494101	KE-01/23E/18-0072	42.54252040	-87.82812960	F	NAD83	 620.00	5	NGVD29	148	148
USGS	423233089140701	RO-01/11E/18-0320	42.54251150	-89.23539170	F	NAD83	 845.00	5	NGVD29	242	242
USGS	423234087571601	KE-01/21E/13-0115	42.54279740	-87.95452370	F	NAD83	 677.00	5	NGVD29	146	146
USGS	423234088094401	KE-01/20E/17-0353	42.54279640	-88.16230950	T	NAD83	 755	5	NGVD29	81	95
USGS	423234089182301	RO-01/10E/22-0314	42.54278890	-89.30650390	F	NAD83	 779.00	5.	NGVD29	66.0	66.0
USGS	423235088330101	WW-01/16E/13-0082	42.54307250	-88.55037790	M	NAD83	 975.00	75	NGVD29	267	267
USGS	423236087495501	KE-01/23E/18-0261	42.54335370	-87.83201870	F	NAD83	 623.00	5	NGVD29	912	912
USGS	423236088341801	WW-01/16E/14-0066	42.54335014	-88.57176730	M	NAD83	 1030.00	10	NGVD29	175	210
USGS	423237087502801	KE-01/22E/13-0048	42.54363145	-87.84118570	F	NAD83	 622.00	5	NGVD29	108	108
USGS	423237088334201	WW-01/16E/14-0547	42.54362799	-88.56176700	S	NAD83	 900.00	5	NGVD29	95.0	95.0
USGS	423238088334601	WW-01/16E/14-0080	42.54390575	-88.56287820	T	NAD83	 920.00	 15	NGVD29		230
